2.81E+17,Played a good round today with pops... Bruiser was on fire today unfortunately  @ Sherwood CC ,,,,
2.81E+17,Just posted a photo @ Malibu ,,,,
2.81E+17,This game is legit,,,,
2.80E+17,This is one of the greatest photos I've ever seen.. Thanks sis @leahfelder ,,,,
2.80E+17,She won't take no for an answer!! Haha best cat in the world ,,,,
2.80E+17,Follow the light ,,,,
2.80E+17,Rise and shine ,,,,
2.79E+17,My little man getting his yoga on... #downwarddog ,,,,
2.79E+17,Time to Throw down... Where u at tackelberry and jesse_fishman ,,,,
2.78E+17,Typical Vegas airport Lops ,,,,
2.78E+17,Repost!!! @tallywood @austincarlile ,,,,
2.78E+17,Yeah it's going down like this...  @greglaplant tackelberry football Sunday :) ,,,,
2.78E+17,"Hey Whoowee Guys!!!
Here we go !!!!!!!
Time to pucker up and blow this shit out!!
OMG I DID IT!!!!! 
Haha ha ",,,,
2.78E+17,Not a bad way to start the Saturday night off.. Can't believe alexmaineus calls this work haha ,,,,
2.78E+17,Health food ,,,,
2.78E+17,Fuel ,,,,
2.77E+17,@westside_surf sorry for the mix up.. This one should do ,,,,
2.77E+17,My buddy @seppbruhwiler is running one of the most legit surf schools in Canada having pro surfers as surf i ,,,,
2.77E+17,Great day at the range today with @toddy_bow and the newest member of the family.. Meet Sig the AR ,,,,
2.76E+17,Might be a bit excessive for home protection but you never know #SigAR #AK47 #Glock45 #benelliM3super90 ,,,,
2.76E+17,tackelberry got himself a new chair... The thing is bigger than him!! hahaha ,,,,
2.76E+17,Southern roots coming out today... #memphismafia #TCB ,,,,
2.75E+17,It's about time sun.. Missed u ,,,,
2.75E+17,Shits going down on the 18th @ Sherwood CC ,,,,
2.75E+17,Early bird gets the worm ,,,,
2.75E+17,Kiss my baby ass haha love my brother @sprandoni #gromshit70dzzztub ,,,,
2.75E+17,I eat way too much of this... #mercury #sketchy #sodamngoodthough ,,,,
2.74E+17,No speeding this Morning people ,,,,
2.74E+17,Pretty insane sunset tonight... #nofilter ,,,,
2.73E+17,One of the greatest camping trips of my life to Canada.. Thank you @DewolfeTweets for the great pics! Also c ,,,,
2.73E+17,#fullmoon @toddy_bow you owe me dinner.. I was thinking maybe NOBU or Mr Chow? How does that sound? haha ,,,,
2.73E+17,MalibuCC #fullmoon ,,,,
2.73E+17,Ummmmm did I just hear salsa music when Victor Cruz did his touchdown dance? Haha wtf,,,,
2.73E+17,My man @codylafaro coconut climbing in the streets of LA.. #westside ,,,,
2.72E+17,Just posted a photo ,,,,
2.72E+17,#fridaynightbanger ,,,,
2.72E+17,It's about to go down... #feast ,,,,
2.72E+17,Happy turkey day!! #waves ,,,,
2.71E+17,Someone knows how to cuddle #trigger ,,,,
2.71E+17,Watch out @frankiedelgado .... tackelberry is coming for you hahahaha ,,,,
2.71E+17,RIP... You will be missed ,,,,
2.71E+17,We scored but we had to pay a small fine.. Thanks @sprandoni for taking care of that... Good man and glad yo ,,,,
2.70E+17,Storm chasing with anthonymarcotti and @sprandoni .. See you all in a few days #tub @ dont worry about that ,,,,
2.69E+17,She is so close I can taste her 100 Octane... 6 speed shops and and 10 years later my baby is coming home... ,,,,
2.69E+17,Braille Playboy anyone?... ,,,,
2.68E+17,Late night sesh ,,,,
2.68E+17,Albacore with Crispy Onion  @ NOBU ,,,,
2.68E+17,The little homie Bentley and I just posted up watching some football... We got some money on it ,,,,
2.68E+17,Watching Ziggy Marley at the liferollsonfoundation benefit.. He looks so much like his pops ,,,,
2.67E+17,Looking good @SalMasekela good times liferollsonfoundation ,,,,
2.67E+17,Shopping for some more home protection.. These are the 2 I picked ,,,,
2.67E+17,Just posted a photo ,,,,
2.65E+17,How much wood could a wood chuck chuck if a wood chuck could chuck wood? @taylormosher ,,,,
2.65E+17,Hahaha @taylormosher  you crack me up ,,,,
2.65E+17,Made it out to LA... Tonight's gonna be fun with @taylormosher @mattyosborn @toddy_bow and @ Hollywood Hills ,,,,
2.64E+17,Golf with @toddy_bow ,,,,
2.64E+17,Just played one of my better rounds with the Pops and of course he had to show me some of his @ Sherwood CC ,,,,
2.63E+17,@BurtJenner  classic video,,,,
2.62E+17,Got him on the program.. He is starting to look yoked up hah ,,,,
2.62E+17,Snoop and Pac just Chillin at the beach... Classic photo ,,,,
2.62E+17,#GoProeveningshorepound ,,,,
2.60E+17,Get up little chunky butt... Time for some exercise #lovethislittleguy ,,,,
2.59E+17,Great day of golf today with @anthonymarcotti and @toddy_bow  ,,,,
2.59E+17,Took my boat into the 2nd largest sea cave in the world yesterday.. (Same one they used   @ Channel Islands  ,,,,
2.58E+17,Headed Back out.. Nothing like traveling at night on the open ocean ,,,,
2.58E+17,Lobster anyone? #7pounder  ,,,,
2.58E+17,Not a bad day to be on the water...   @ Off Palos Verdes  ,,,,
2.58E+17,Headed out to sea with @anthonymarcotti... My place of happiness  ,,,,
2.58E+17, ,,,,
2.57E+17,You got treats? ,,,,
2.57E+17,Just found a bubble machine with @lindathompsonlt ... He still won't get up!!! ,,,,
2.57E+17,Mattia Biagi... The man... 1/1 no other one like it ,,,,
2.57E+17,Sad day but excited to move on.. Hey @tackelberry !!! Just because the couch is the last thing to go doesn't ,,,,
2.57E+17,Hanging with the boys on the last night of an era.. On to the next... See ya Hollywood.. Coming back home to ,,,,
2.57E+17,"I told my mom ""this is my best smile""??? I looks a little forced.. #TBT ",,,,
2.56E+17,#cleaneating  ,,,,
2.56E+17,That can't be comfortable... #mastiffpuppy ,,,,
2.56E+17,Tonight's sunset #nofilter   @ Malibu ,,,,
2.56E+17,Hugs from my little chunk ,,,,
2.56E+17,@GABRIELPANDURO miss you my man... Hope all is well with you,,,,
2.56E+17,Favorite place in the world   @ Malibu ,,,,
2.55E+17,Baby legs  ,,,,
2.55E+17,At least it was a good game... Congrats on the win,,,,
2.55E+17,Loving my team... GO BOLTS,,,,
2.54E+17,@tallywood round 2 with @frankie_valli and @jessemccartney #getem we love you Tal ,,,,
2.54E+17,I have said it once and now I am going to say it again...... @kellyslater FOR PRESIDENT!!!!,,,,
2.54E+17,Great times @nickmon81 ... Hey next time.. Stay awake barny  ,,,,
2.54E+17,FORE!!!!!! ,,,,
2.53E+17,Who's down to get Kinky tonight? Haha ,,,,
2.52E+17,Looking forward to a great night at  @poolafterdark with @robkardashian #howidoac thanks fo  @ Atlantic City ,,,,
2.52E+17,Hey @virginamerica .. Excited to watch football tomorrow on my flight!! Richard Branson is THE MAN,,,,
2.52E+17,Just flew through some of the craziest turbulence of my life... Couldn't even enjoy my Ryd  @ In Turbulence  ,,,,
2.52E+17,Loving Virgin America   @ high as f#ck ,,,,
2.52E+17,Hahaha sorry its the 29th!! That I'm at  @poolafterdark with @robkardashian #howidoac,,,,
2.52E+17,This weekend on 9.28 (Saturday/tonight) I'm at  @poolafterdark with my little brother @robkardashian come out and rage with us #howidoac,,,,
2.51E+17,Bedtime... #boatlife #freedom  @ Northern California ,,,,
2.51E+17,My first sunrise in the Mentawais last May.. Miss that place  #nofilter  @ Indo may 2011 ,,,,
2.51E+17,Nice work! @BrandonandLeah  So creative!  - those 2 are very talented,,,,
2.51E+17,Need to get back in the water for my sanity... Foot injuries suck ,,,,
2.51E+17,There is a reason why I don't hang out in Hollywood lately... Squibs @toddy_bow  ,,,,
2.50E+17,A photo I took of @tackelberry the first day we arrived in Indo  @ Indo may 2012 ,,,,
2.49E+17,See you tomorrow  @ Coastline  ,,,,
2.49E+17,Getting her ready for winter @freedomartists @sprandoni  ,,,,
2.49E+17,@sprandoni getting the paramotor ready... Been a minute since we have done this ,,,,
2.49E+17,Had some fun with this one.. Doesn't even look real ,,,,
2.49E+17,Such a great moment in history #lovemy7D ,,,,
2.49E+17,Good morning ,,,,
2.49E+17,This is what I am going to dream of tonight.. see you  on the island! #dreamworld  @ Indonesia  ,,,,
2.49E+17,Just posted a photo ,,,,
2.49E+17,A shot I took of a mountain lion I saw in Malibu a year or so back.. #toocloseforcomfort ,,,,
2.49E+17,Another one I took of the green flash when the sun sets... The birds are what make the shot but Its hard to  ,,,,
2.49E+17,"So I was going through a bunch of photos I have taken with my 7D (you know.. ""more professional ones I didn' ",,,,
2.49E+17,Congrats to @kellyslater on his 50th win at the Hurley Pro... The guy is surfing better than ever ,,,,
2.49E+17,Waves looked super fun in Malibu the day they snapped this Apple maps pic..  ,,,,
2.48E+17,Just busted this little chunk spying on me from above... Creepy little guy haha ,,,,
2.48E+17,@scottserfas good man on the photos!! Ok that's the last surfing pic...  ,,,,
2.48E+17,Stepping on the breaks #scottserfasphotography  ,,,,
2.48E+17,Target practice @bradgerlach @parkercoffin @sepp_bruhwiler @adamdewolfe @scottserfas @raphbruhwiler @thereal ,,,,
2.48E+17,Already miss this place... Can't wait to go back to Canada and score some more of these with @raphbruhwiler  ,,,,
2.48E+17,We are a tad bit late but I finally got him to plank ,,,,
2.48E+17,Time to get this Lazy little fart off the couch and get some exercise ,,,,
2.48E+17,What is going on with this game? Hard to watch,,,,
2.48E+17,Looks like somebody should of ordered a triple shot   @ coffee bean malibu ,,,,
2.48E+17,Agreed  ,,,,
2.48E+17,Damn @sprandoni and I were some badasses back in the day... Anybody know which one is me? Love my Bro Love m ,,,,
2.47E+17,Just found this in my phone from last night... Now seriously... Is this for real? #onlyinhwood ,,,,
2.47E+17,@toddy_bow annd I getting all @tallywood  on the #Gramnation ,,,,
2.47E+17,Bromance day 2 @nickswardson  ,,,,
2.47E+17,Matrix  ,,,,
2.47E+17,@bgflyhigh bouncing off the walls.. Don't try this at home kids ,,,,
2.47E+17,@toddy_bow @tallywood @shecks @tcclarkeee @mattyosborn     Classic photo from the Ryan Sheckler Charity golf ,,,,
2.47E+17,Lately I haven't been able to spend time with my real Hollywood brothers @sylvainbitton @toddy_bow miss thes ,,,,
2.46E+17,Chilling with the OG PSY @mattyosborn been a minute since I have been in Hwood.. Good times  ,,,,
2.46E+17,Can't believe the day is almost here... 6 years in the making... I can legitimately say that I am scared of  ,,,,
2.46E+17,Zoolander  ,,,,
2.46E+17,I missed you while I was gone sweetheart.. U better not of let anybody else play with you while I was gone ???ù ,,,,
2.46E+17,Rest in peace  ,,,,
2.46E+17,Till next time eh... Great times Canada ;) ,,,,
2.46E+17,Canadian bathroom sign.. Classic ,,,,
2.46E+17,RT @juliet1511: @BrodyJenner retweet to show you love all your Irish fans #hugefan,,,,
2.46E+17,What happened to my lesson @HankDHaney ? You forget about the little people? #alltalk,,,,
2.45E+17,Hey @frankiedelgado raider nation? Haha not this game... GO BOLTS!!!!!!!,,,,
2.45E+17,The view was INSANE @gotsurf !!! Hahaha nice photo... Great times brother ,,,,
2.45E+17,Anybody know anything fun to do in downtown Vancouver on a Monday?,,,,
2.45E+17,Yup... Another reason why I love Canada thanks @gotsurf #instagramsteal ,,,,
2.45E+17,One of Canada's Greats @sepp_bruhwiler ... Not to mention he rips at surfing. Thanks for taking good care of ,,,,
2.45E+17,Amping for this non camp fire breakfast @bradgerlach and @parkercoffin ... Gonna miss Canada  ,,,,
2.45E+17,Last nights sunset in Canada ,,,,
2.45E+17,Had such a great time camping with the boys.. @bradgerlach @parkercoffin @therealkandui @raphbruhwiler and h ,,,,
2.45E+17,Epic times ,,,,
2.45E+17,Made it back alive... Barley   ,,,,
2.44E+17,Headed off into the wilderness with @parkercoffin and @bradgerlach be back in a few   @ somewhere in Canada  ,,,,
2.44E+17,On a mission with @bradgerlach and @parkercoffin   @ somewhere in Canada  ,,,,
2.44E+17,One of the many reasons why I love Canada   @ somewhere in Canada  ,,,,
2.44E+17,Back on the move #stormchasing with @parkercoffin   @ somewhere in Canada  ,,,,
2.44E+17,What u looking at chunk? ,,,,
2.43E+17,Wow  ,,,,
2.43E+17,Home sweet home...   @ LAX ,,,,
2.43E+17,Volcano  ,,,,
2.43E+17,Thank you Nicaragua for letting us enjoy your beautiful country... #greattimes ,,,,
2.43E+17,Last sunset down south.. #nofilter   @ somewhere in Central America  ,,,,
2.42E+17,It was a really special day for me today. I hope all of you had a great day as well... Appreciate life... It ,,,,
2.42E+17,A local family invited the boys over to have dinner with them and they hooked us up.. Such a cool experience ,,,,
2.42E+17,Sunset #nofilter ,,,,
2.42E+17,Pinch me ,,,,
2.42E+17,Pumping  @ somewhere in Central America  ,,,,
2.42E+17,Love waking up to this...   @ somewhere in Central America  ,,,,
2.42E+17,Happy :) ,,,,
2.41E+17,Straight Chillin  ,,,,
2.41E+17,Epic  @ somewhere in Central America  ,,,,
2.41E+17,I need one of these   @ somewhere in Central America  ,,,,
2.41E+17,We are finally here... All you need   @ somewhere in Central America  ,,,,
2.41E+17,One down... One more to go..   @ somewhere in Central America  ,,,,
2.41E+17,Headed down south #stormchasing  ,,,,
2.41E+17,Bye bye hair...  ,,,,
2.41E+17,Looking down to look up...  ,,,,
2.41E+17,Home sweet home.. #malibu ,,,,
2.40E+17,Great times yesterday in San Diego with my brother from another mother @djvice  ,,,,
2.40E+17,Me taking a photo of you taking a photo of me @toddy_bow kook hahaha fucking love San Diego.. Go chargers @k ,,,,
2.40E+17,Now that's a cool iPhone case ,,,,
2.40E+17,That earthquake was crazy!! Anybody else feel that?,,,,
2.39E+17,Good crew tonight ,,,,
2.39E+17,The boys @tackelberry @toddy_bow @tcclarkeee  and I ashy and burnt app... Classic ,,,,
2.39E+17,"Come to @StingSanDiego this Friday to party with me for my birthday!
Going to be crazy in San Diego this weekend!",,,,
2.38E+17,Fresh bluefin toro for the bday BBQ...  ,,,,
2.38E+17,Thank you all for your kind birthday wishes :),,,,
2.37E+17,Back to LA.. Great times with @mattgerold in San Diego.. Hit him up for a good time haha ,,,,
2.37E+17,Great times in San Diego with my boy @mattgerold... Call him for a good time if you have his # ... It's wort ,,,,
2.37E+17,Bluefin sashimi? ,,,,
2.37E+17,Feeding the local harbor seal... The remind me so much of dogs it's crazy ,,,,
2.37E+17,@mattgerold IM ON!! Haha pretty much said that every 2 min ,,,,
2.37E+17,@brianrapf and I getting bloody #limits   @ tuna grounds  ,,,,
2.37E+17,Nice day on the water today  @ headed south of the border  ,,,,
2.37E+17,My weapons   @ somewhere out at sea ,,,,
2.36E+17,Good morning ,,,,
2.36E+17,A photo through my shades.. Good vibe through these things ,,,,
2.36E+17,Loving my boy's  @AlexMaineUS on  check it:  #MadeInAmerica we need more company's like this!!,,,,
2.35E+17,Mason went a little too big with @kylieejennerr birthday cake the other night... Such a cute little guy ,,,,
2.35E+17,Pretty much all you need ,,,,
2.35E+17,@sprandoni one of the most classic photos I have ever seen... He is getting some hahahaha ,,,,
2.34E+17,Big sister little sister @kendallnjenner and @kylieejennerr  ,,,,
2.34E+17,Happy birthday to my little sister @kylieejennerr love you ,,,,
2.34E+17,You don't see this everyday   @ zuma beach ,,,,
2.33E+17,Poker night ,,,,
2.33E+17,Anybody else feel that in SoCal?,,,,
2.33E+17,Think I just felt an earthquake,,,,
2.33E+17,Just posted a photo  @ Somewhere in Mex ,,,,
2.33E+17,#shackfest   @ Somewhere in Mex ,,,,
2.33E+17,Just got out of the water... Some of the best beach break of my life  @ Somewhere in Mex ,,,,
2.33E+17,Just posted a photo  @ Somewhere in Mex ,,,,
2.33E+17,Just posted a photo  @ Somewhere in Mex ,,,,
2.32E+17,Thank you mother nature for hooking us up today... one of the best days of my life and I am very grateful fo ,,,,
2.32E+17,Today is gonna be a great day ,,,,
2.32E+17,GREAT morning :))) ,,,,
2.32E+17,Best fish ever ,,,,
2.32E+17,Good morning :)  @ Somewhere in Mex ,,,,
2.32E+17,Finally here and there is nobody to greet us?... Oh wait.... That's a good thing ,,,,
2.31E+17,Flight number 1 complete  ,,,,
2.31E+17,The journey down south starts now??????????? ,,,,
2.31E+17,@tackelberry you are blowing it.. @sprandoni and I are about to get this thing in the air... #Powerparaglidi ,,,,
2.30E+17,Still can't believe I was on the back of this thing on Sunday going over 150 mph.. It really feels like it w ,,,,
2.30E+17,He has just been staring at me for almost 10 minutes now like this! Funny little guy ,,,,
2.30E+17,@tackelberry get some ,,,,
2.30E+17,Chilling with the next MotoGP CHAMP!!! @HERRIN3 Follow him ,,,,
2.29E+17,Saw this post from u earlier today.. Easy!! with @crtwotwo and @tcclarkeee I hear you are the new party boy? ,,,,
2.29E+17,My boy @joshhansen100 riding dirty.. Good man ,,,,
2.29E+17,Really @tcclarkeee hahaha ,,,,
2.29E+17,The Aquarium in Monterey is pretty awesome   ,,,,
2.29E+17,Some pretty insane bikes here ,,,,
2.29E+17,The 1N is a great drive ,,,,
2.29E+17,Road trippin with @tackelberry to Laguna Seca for MotoGP!!! So pumped ,,,,
2.29E+17,Saw this thing creeping around outside ,,,,
2.29E+17,Might have to hook this thing up with a 30 inch flat screen ,,,,
2.29E+17,Got some not so baby Hens today.. #MalibuMiniFarm ,,,,
2.28E+17,Classic photo of @tackelberry and the Ken Doll haha I don't think I have ever seen @tackelberry drink and no ,,,,
2.28E+17,Yeah @tallywood we need to hang soon my man ,,,,
2.27E+17,The boys just kickin with The late night king.. Conan is the MAN ,,,,
2.27E+17,Holy shit!! ,,,,
2.26E+17,Tonights sunset was insane ,,,,
2.26E+17,photo of the sky today ,,,,
2.26E+17,Apparently this is me as a zombie? ,,,,
2.26E+17,My lady is back from vacation.. Oh how I have missed you  ,,,,
2.25E+17,@itsshwayze and his little man Hendrix  ,,,,
2.25E+17,There is a light at the end of the tunnel  ,,,,
2.25E+17,Summer is the best ,,,,
2.25E+17,To @itsshwayze if he goes pro you owe me hahaha cutest little guy ever ,,,,
2.24E+17,Nice lips @tackelberry bromance shit haha ,,,,
2.24E+17,Haha nice lips @tackelberry  ,,,,
2.24E+17,Sunset ,,,,
2.23E+17,Look who stopped by to say hello!! @kendallnjenner @kylieejennerr my 2 baby sisters!! Not so baby anymore th ,,,,
2.23E+17,Now this one brings back memories.. @sprandoni and I back in the day.. How is my wetsuit tan hahah #throwbac ,,,,
2.23E+17,What the hell has happened to his neck? Non existent.. He did loose 2 pounds though..  ,,,,
2.23E+17,NOBU I love u ,,,,
2.23E+17,Malibu 27 miles of scenic 2 faced backstabbing  ,,,,
2.21E+17,Best way to spend a Friday night.. Crushing Balls..... Wait.... Ummm did that sound weird?  ,,,,
2.21E+17,My older brother @sprandoni hard at work shirtless haha crazy fool ,,,,
2.21E+17,Lunch time ,,,,
2.21E+17,My little man is posted up watching some D Phil..  ,,,,
2.21E+17,@tackelberry you by far had the hottest girl of the day/night ,,,,
2.21E+17,This pretty much sums up the day for @toddy_bow  #laidout ,,,,
2.21E+17,Probably the greatest 4th of my life... Words can't describe  ,,,,
2.20E+17,Oh you know.. Just washing my balls ,,,,
2.19E+17,I guess this pass is all access @wmgastephen @_bigtoe_ @tcclarkeee  ,,,,
2.19E+17,Watching it all go down ,,,,
2.19E+17,Good day LA.. XGames time.. @tcclarkeee get ready ,,,,
2.19E+17,@toddy_bow and I really supporting the brand haha #NOHO ,,,,
2.18E+17,Such an awesome looking dog ,,,,
2.18E+17,Swim time  ,,,,
2.18E+17,She is almost done!!  ,,,,
2.18E+17,Had such a great day today.. Nothing like having fun for a great cause.. Thank you @shecks for being such an ,,,,
2.18E+17,"25,000 dollars for my boy Eeros first hole in one!! Not too shaby.. Best part about it was that he gave half ",,,,
2.18E+17,Helicopter ball drop... This event is the shit ,,,,
2.18E+17,Crushing  ,,,,
2.18E+17,Great times with the boys @salmass @tcclarkeee and @toddy_bow  ,,,,
2.18E+17,@tallywood sober? Haha ,,,,
2.18E+17,Not a bad day for golf... Hanging with my team @tcclarkeee and @toddy_bow for breakfast... Always good times ,,,,
2.17E+17,I really don't even know what to say about these ,,,,
2.17E+17,Sunday night crushing with @rivers55 ,,,,
2.17E+17,Like father like son... @kidred_ and @mayorofmalibu  ,,,,
2.17E+17,Having a power breakfast with @mayorofmalibu and @greglaplant about musics new superstar @kidred_ ,,,,
2.17E+17,Sunset a mile high ,,,,
2.17E+17,Home sweet home ,,,,
2.17E+17,Ashton Eaton just broke the the WORLD RECORD!!! So happy to share this with my Dad and brother @sprandoni .. ,,,,
2.17E+17,ASHTON EATON IS THE NEW WORLD RECORD HOLDER!!! CAN'T BELIEVE I JUST WITNESSED THIS!!! HE SCORED A 9039!!! As ,,,,
2.17E+17,Male athletes = not hot but BEASTS  ,,,,
2.17E+17,Female athletes = HOT ,,,,
2.17E+17,Not the best conditions for the athletes  ,,,,
2.17E+17,I am feeling the vibe.. Me training for the 2016 Olympics!! ,,,,
2.17E+17,From athlete to reality star haha Bruzer is in heaven right now!! ,,,,
2.16E+17,This has to be one of the cutest things I have ever seen... Some little girl just came over to out table and ,,,,
2.16E+17,These girls would smoke me haha ,,,,
2.16E+17,Living a little piece of your life @kendallnjenner and @kylieejennerr haha Dad wishes you both were here  ,,,,
2.16E+17,Non fitness ,,,,
2.16E+17,Fitness ,,,,
2.16E+17,Classic interview going on.. That is Dan O'brian he broke Dads American record and still holds it to this da ,,,,
2.16E+17,Bruzer is in heaven right now  ,,,,
2.16E+17,Don't know what's going on with my hand signals haha I am confusing myself ,,,,
2.16E+17,Bruzer was a beast back in the day ,,,,
2.16E+17,Headed off to the Olympic Trials with @sprandoni and good old Bruser... Got him to throw up the Shaka haha ,,,,
2.16E+17,The real deal ,,,,
2.16E+17,@domdom82 working in the side perm lol ,,,,
2.16E+17,@domdom82 hooked me up with this SICK new hair style.. Thoughts? I think it's fresh as hell hahaha ,,,,
2.16E+17,Time to sweat it out ,,,,
2.16E+17,The rainbow of life..  ,,,,
2.16E+17,My mom with the KING!! And we think we are crazy.. What you know about target practice in the penthouse? Mi  ,,,,
2.15E+17,You tend to see some very interesting things when you go hiking in Malibu ,,,,
2.15E+17,New business cards!!!  ,,,,
2.15E+17,Had a great time this morning with @mariolopezextra for his radio show.. What a good guy ,,,,
2.15E+17,Yeah that sounds about right..  ,,,,
2.14E+17,Fathers day golf with @kylieejennerr and @kendallnjenner love my sisters :) ,,,,
2.14E+17,Chillin with the man of the hour @donkeyshow FOLLOW HIM ,,,,
2.14E+17,Just posted a photo ,,,,
2.14E+17,Cute little man ,,,,
2.14E+17,RT @DCMA_Collective: Please help my dear friend @DidierCohen raise some money for cancer.  RT!,,,,
2.14E+17,Health in a cup ,,,,
2.13E+17,Just went to the Malibu High graduation to support my little sis... Bringing back old memories  ,,,,
2.13E+17,Oh you will be coming out of hiding very soon my friend.. #Powerparaglider  ,,,,
2.13E+17,Best protein out there  ,,,,
2.13E+17,Just did a really fun interview with playboy radio for @rocket_frog got to hang out with Charlie Murphy!! Th ,,,,
2.13E+17,Thank god for u ,,,,
2.12E+17,Making fresh plum jam with the Fam.. Soooo good ,,,,
2.12E+17,Somebody looks grumpy ,,,,
2.12E+17,Ohhh shit @tackelberry has started!! Hanging from the ceiling fan!!  ,,,,
2.12E+17,Chillin with the boys @jesse_fishman and @tackelberry love kicking it with my homies from Malibu.. Home swee ,,,,
2.12E+17,Goodbye my home away from home.. It's been fun.. Miss you already!! ,,,,
2.11E+17,The early bird gets the worm!!! Good man @bigga_time for a killer gaff.. Heard @jesse_fishman is Helmet ,,,,
2.11E+17,A photo I took with my phone of the Napali Coast in Kauai last week.. Hawaii is pretty much amazing ,,,,
2.11E+17,Not much to do on the boat late night except exchange instagram creeper notes.... Why do so many girls on th ,,,,
2.11E+17,Calamari anybody?   ,,,,
2.11E+17,Couldn't think of a better way to spend my Friday night ,,,,
2.11E+17,It's go time @bigga_time  ,,,,
2.11E+17,The boys are headed out to sea.. Time to catch some fish @bigga_time  ,,,,
2.11E+17,No way this can be good for you.. What's next.. Energy that comes in a white powder substance? ,,,,
2.11E+17,With the boys @phatrat and @frankie_valli... @jesvarg makes it pop ,,,,
2.10E+17,RT @sprandoni: WATCH our new music video Vaseline!! It is now public!!  ,,,,
2.10E+17,Exclusive Video Premiere of Brandon and Leah???s ???Vaseline??ù | Maxim  via @MaximMag.. Its awesome! go see for yourself,,,,
2.10E+17,I wish I could live here... Oh wait.. I do ,,,,
2.10E+17,amazing @RyanSheckler @gopro One of the best videos I have seen in a long time.. now I have to go get it,,,,
2.10E+17,RT @RyanSheckler: So stoked that @gopro did this with me! Check it out let me know what u think ,,,,
2.09E+17,My 2nd cousin Mason is tired... Such a cute little guy!! Good times with the Family ,,,,
2.09E+17,The newest member of the Jenner clan... My beautiful sister Leah Jenner  ,,,,
2.08E+17,RT @RocketFrogApp: Win tickets to The World of Dance Tour! ,,,,
2.08E+17,I can think of worse ways to start the day off.. Very excited to see my big brother get married today :)  ,,,,
2.08E+17,It was so nice yesterday to see all 3 of my sisters together.. Just as beautiful on the inside @kendallnjenn ,,,,
2.08E+17,Epic ,,,,
2.08E+17,The fam ,,,,
2.08E+17,Saw some baby chickens grinding on some coconut  ,,,,
2.08E+17,Explored some insane caves too ,,,,
2.08E+17,Went on a great hike today.. Beat ,,,,
2.08E+17,Kinda looks like fire ,,,,
2.08E+17,Shhh ,,,,
2.08E+17,Island life brada  ,,,,
2.07E+17,Hope all I you are having a great memorial Day!!! I sure am :)  ,,,,
2.05E+17,RT @LindsayPrupas: @BrodyJenner Pls RT Toronto girl w/ Hodgkin's Lymphoma must raise $600K for transplant  #cureforc ...,,,,
2.05E+17,Last chance to win a 50$ gift card to Creative Recreation.. Log on to your Facebook and search Rocketfrog to play.. Tournament ends at 7pst,,,,
2.05E+17,"Brody Jenner Talks About His New Facebook Gaming Venture, Hollywood Plans - The Hollywood Reporter ",,,,
2.05E+17,I am in here.. U can win 50$ to creative recreation!! Play for free and win prizes.. Epic ,,,,
2.05E+17,30 minutes of play on Rocketfrog then the Gym... Come play with me!! Log into your Facebook and then search  ,,,,
2.05E+17,@Sermario yup,,,,
